118.58,284.75,362.07,503.68,652.78,820.68,925.12,1125.77,1278.37,1462.68,
119.35,285.70,362.81,504.65,653.46,821.56,925.93,1126.68,1278.91,1463.65,
120.12,286.65,363.55,505.62,654.14,822.44,926.74,1127.59,1279.45,1464.62,
120.89,287.60,364.29,506.59,654.82,823.32,927.55,1128.50,1279.99,1465.59,
121.66,288.55,365.03,507.56,655.50,824.20,928.36,1129.41,1280.53,1466.56,
122.43,289.50,365.77,508.53,656.18,825.08,929.17,1130.32,1281.07,1467.53,
123.20,290.45,366.51,509.50,656.86,825.96,929.98,1131.23,1281.61,1468.50,
123.97,291.40,367.25,510.47,657.54,826.84,930.79,1132.14,1282.15,1469.47,
124.74,292.35,367.99,511.44,658.22,827.72,931.60,1133.05,1282.69,1470.44,
125.51,293.30,368.73,512.41,658.90,828.60,932.41,1133.96,1283.23,1471.41,
126.28,294.25,369.47,513.38,659.58,829.48,933.22,1134.87,1283.77,1472.38,
127.05,295.20,370.21,514.35,660.26,830.36,934.03,1135.78,1284.31,1473.35,
127.82,296.15,370.95,515.32,660.94,831.24,934.84,1136.69,1284.85,1474.32,
128.59,297.10,371.69,516.29,661.62,832.12,935.65,1137.60,1285.39,1475.29,
129.36,298.05,372.43,517.26,662.30,833.00,936.46,1138.51,1285.93,1476.26,
130.13,299.00,373.17,518.23,662.98,833.88,937.27,1139.42,1286.47,1477.23,
130.90,299.95,373.91,519.20,663.66,834.76,938.08,1140.33,1287.01,1478.20,
131.67,300.90,374.65,520.17,664.34,835.64,938.89,1141.24,1287.55,1479.17,
132.44,301.85,375.39,521.14,665.02,836.52,939.70,1142.15,1288.09,1480.14,
133.21,302.80,376.13,522.11,665.70,837.40,940.51,1143.06,1288.63,1481.11,
133.98,303.75,376.87,523.08,666.38,838.28,941.32,1143.97,1289.17,1482.08,
134.75,304.70,377.61,524.05,667.06,839.16,942.13,1144.88,1289.71,1483.05,
135.52,305.65,378.35,525.02,667.74,840.04,942.94,1145.79,1290.25,1484.02,
136.29,306.60,379.09,525.99,668.42,840.92,943.75,1146.70,1290.79,1484.99,
137.06,307.55,379.83,526.96,669.10,841.80,944.56,1147.61,1291.33,1485.96,
137.83,308.50,380.57,527.93,669.78,842.68,945.37,1148.52,1291.87,1486.93,
138.60,309.45,381.31,528.90,670.46,843.56,946.18,1149.43,1292.41,1487.90,
139.37,310.40,382.05,529.87,671.14,844.44,946.99,1150.34,1292.95,1488.87,
140.14,311.35,382.79,530.84,671.82,845.32,947.80,1151.25,1293.49,1489.84,
140.91,312.30,383.53,531.81,672.50,846.20,948.61,1152.16,1294.03,1490.81,
141.68,313.25,384.27,532.78,673.18,847.08,949.42,1153.07,1294.57,1491.78,
142.45,314.20,385.01,533.75,673.86,847.96,950.23,1153.98,1295.11,1492.75,
143.22,315.15,385.75,534.72,674.54,848.84,951.04,1154.89,1295.65,1493.72,
143.99,316.10,386.49,535.69,675.22,849.72,951.85,1155.80,1296.19,1494.69,
144.76,317.05,387.23,536.66,675.90,850.60,952.66,1156.71,1296.73,1495.66,
145.53,318.00,387.97,537.63,676.58,851.48,953.47,1157.62,1297.27,1496.63,
146.30,318.95,388.71,538.60,677.26,852.36,954.28,1158.53,1297.81,1497.60,
147.07,319.90,389.45,539.57,677.94,853.24,955.09,1159.44,1298.35,1498.57,
147.84,320.85,390.19,540.54,678.62,854.12,955.90,1160.35,1298.89,1499.54,
148.61,321.80,390.93,541.51,679.30,855.00,956.71,1161.26,1299.43,1500.51,
149.38,322.75,391.67,542.48,679.98,855.88,957.52,1162.17,1299.97,1501.48,
150.15,323.70,392.41,543.45,680.66,856.76,958.33,1163.08,1300.51,1502.45,
150.92,324.65,393.15,544.42,681.34,857.64,959.14,1163.99,1301.05,1503.42,
151.69,325.60,393.89,545.39,682.02,858.52,959.95,1164.90,1301.59,1504.39,
152.46,326.55,394.63,546.36,682.70,859.40,960.76,1165.81,1302.13,1505.36,
153.23,327.50,395.37,547.33,683.38,860.28,961.57,1166.72,1302.67,1506.33,
154.00,328.45,396.11,548.30,684.06,861.16,962.38,1167.63,1303.21,1507.30,
154.77,329.40,396.85,549.27,684.74,862.04,963.19,1168.54,1303.75,1508.27,
155.54,330.35,397.59,550.24,685.42,862.92,964.00,1169.45,1304.29,1509.24,
156.31,331.30,398.33,551.21,686.10,863.80,964.81,1170.36,1304.83,1510.21,
157.08,332.25,399.07,552.18,686.78,864.68,965.62,1171.27,1305.37,1511.18,
157.85,333.20,399.81,553.15,687.46,865.56,966.43,1172.18,1305.91,1512.15,
158.62,334.15,400.55,554.12,688.14,866.44,967.24,1173.09,1306.45,1513.12,
159.39,335.10,401.29,555.09,688.82,867.32,968.05,1174.00,1306.99,1514.09,
160.16,336.05,402.03,556.06,689.50,868.20,968.86,1174.91,1307.53,1515.06,
160.93,337.00,402.77,557.03,690.18,869.08,969.67,1175.82,1308.07,1516.03,
161.70,337.95,403.51,558.00,690.86,869.96,970.48,1176.73,1308.61,1517.00,
162.47,338.90,404.25,558.97,691.54,870.84,971.29,1177.64,1309.15,1517.97,
163.24,339.85,404.99,559.94,692.22,871.72,972.10,1178.55,1309.69,1518.94,
164.01,340.80,405.73,560.91,692.90,872.60,972.91,1179.46,1310.23,1519.91,
164.78,341.75,406.47,561.88,693.58,873.48,973.72,1180.37,1310.77,1520.88,
165.55,342.70,407.21,562.85,694.26,874.36,974.53,1181.28,1311.31,1521.85,
166.32,343.65,407.95,563.82,694.94,875.24,975.34,1182.19,1311.85,1522.82,
167.09,344.60,408.69,564.79,695.62,876.12,976.15,1183.10,1312.39,1523.79,
167.86,345.55,409.43,565.76,696.30,877.00,976.96,1184.01,1312.93,1524.76,
168.63,346.50,410.17,566.73,696.98,877.88,977.77,1184.92,1313.47,1525.73,
169.40,347.45,410.91,567.70,697.66,878.76,978.58,1185.83,1314.01,1526.70,
170.17,348.40,411.65,568.67,698.34,879.64,979.39,1186.74,1314.55,1527.67,
170.94,349.35,412.39,569.64,699.02,880.52,980.20,1187.65,1315.09,1528.64,
171.71,350.30,413.13,570.61,699.70,881.40,981.01,1188.56,1315.63,1529.61,
172.48,351.25,413.87,571.58,700.38,882.28,981.82,1189.47,1316.17,1530.58,
173.25,352.20,414.61,572.55,701.06,883.16,982.63,1190.38,1316.71,1531.55,
174.02,353.15,415.35,573.52,701.74,884.04,983.44,1191.29,1317.25,1532.52,
174.79,354.10,416.09,574.49,702.42,884.92,984.25,1192.20,1317.79,1533.49,
175.56,355.05,416.83,575.46,703.10,885.80,985.06,1193.11,1318.33,1534.46,
176.33,356.00,417.57,576.43,703.78,886.68,985.87,1194.02,1318.87,1535.43,
177.10,356.95,418.31,577.40,704.46,887.56,986.68,1194.93,1319.41,1536.40,
177.87,357.90,419.05,578.37,705.14,888.44,987.49,1195.84,1319.95,1537.37,
178.64,358.85,419.79,579.34,705.82,889.32,988.30,1196.75,1320.49,1538.34,
179.41,359.80,420.53,580.31,706.50,890.20,989.11,1197.66,1321.03,1539.31,
180.18,360.75,421.27,581.28,707.18,891.08,989.92,1198.57,1321.57,1540.28,
180.95,361.70,422.01,582.25,707.86,891.96,990.73,1199.48,1322.11,1541.25,
181.72,362.65,422.75,583.22,708.54,892.84,991.54,1200.39,1322.65,1542.22,
182.49,363.60,423.49,584.19,709.22,893.72,992.35,1201.30,1323.19,1543.19,
183.26,364.55,424.23,585.16,709.90,894.60,993.16,1202.21,1323.73,1544.16,
184.03,365.50,424.97,586.13,710.58,895.48,993.97,1203.12,1324.27,1545.13,
184.80,366.45,425.71,587.10,711.26,896.36,994.78,1204.03,1324.81,1546.10,
185.57,367.40,426.45,588.07,711.94,897.24,995.59,1204.94,1325.35,1547.07,
186.34,368.35,427.19,589.04,712.62,898.12,996.40,1205.85,1325.89,1548.04,
187.11,369.30,427.93,590.01,713.30,899.00,997.21,1206.76,1326.43,1549.01,
187.88,370.25,428.67,590.98,713.98,899.88,998.02,1207.67,1326.97,1549.98,
188.65,371.20,429.41,591.95,714.66,900.76,998.83,1208.58,1327.51,1550.95,
189.42,372.15,430.15,592.92,715.34,901.64,999.64,1209.49,1328.05,1551.92,
190.19,373.10,430.89,593.89,716.02,902.52,1000.45,1210.40,1328.59,1552.89,
190.96,374.05,431.63,594.86,716.70,903.40,1001.26,1211.31,1329.13,1553.86,
191.73,375.00,432.37,595.83,717.38,904.28,1002.07,1212.22,1329.67,1554.83,
192.50,375.95,433.11,596.80,718.06,905.16,1002.88,1213.13,1330.21,1555.80,
193.27,376.90,433.85,597.77,718.74,906.04,1003.69,1214.04,1330.75,1556.77,
194.04,377.85,434.59,598.74,719.42,906.92,1004.50,1214.95,1331.29,1557.74,
194.81,378.80,435.33,599.71,720.10,907.80,1005.31,1215.86,1331.83,1558.71,
195.58,379.75,436.07,600.68,720.78,908.68,1006.12,1216.77,1332.37,1559.68,
196.35,380.70,436.81,601.65,721.46,909.56,1006.93,1217.68,1332.91,1560.65,
197.12,381.65,437.55,602.62,722.14,910.44,1007.74,1218.59,1333.45,1561.62,
197.89,382.60,438.29,603.59,722.82,911.32,1008.55,1219.50,1333.99,1562.59,
198.66,383.55,439.03,604.56,723.50,912.20,1009.36,1220.41,1334.53,1563.56,
199.43,384.50,439.77,605.53,724.18,913.08,1010.17,1221.32,1335.07,1564.53,
200.20,385.45,440.51,606.50,724.86,913.96,1010.98,1222.23,1335.61,1565.50,
200.97,386.40,441.25,607.47,725.54,914.84,1011.79,1223.14,1336.15,1566.47,
201.74,387.35,441.99,608.44,726.22,915.72,1012.60,1224.05,1336.69,1567.44,
202.51,388.30,442.73,609.41,726.90,916.60,1013.41,1224.96,1337.23,1568.41,
203.28,389.25,443.47,610.38,727.58,917.48,1014.22,1225.87,1337.77,1569.38,
204.05,390.20,444.21,611.35,728.26,918.36,1015.03,1226.78,1338.31,1570.35,
204.82,391.15,444.95,612.32,728.94,919.24,1015.84,1227.69,1338.85,1571.32,
205.59,392.10,445.69,613.29,729.62,920.12,1016.65,1228.60,1339.39,1572.29,
206.36,393.05,446.43,614.26,730.30,921.00,1017.46,1229.51,1339.93,1573.26,
207.13,394.00,447.17,615.23,730.98,921.88,1018.27,1230.42,1340.47,1574.23,
207.90,394.95,447.91,616.20,731.66,922.76,1019.08,1231.33,1341.01,1575.20,
208.67,395.90,448.65,617.17,732.34,923.64,1019.89,1232.24,1341.55,1576.17,
